driver_id,name,phone,email,password,latitude,longitude,collected_qr_money,status,version
143,Dang Hoang Linh,0354767295,danghoanglinh143@driver.com,3a2e4cc9ec5e39d89ae2705350d2e873adbc25d1771e4a638e5dec94390ca400,10.800867,106.644492,180000.0,OFFLINE,0
144,Pham Duc Hung,0934569610,phamduchung144@driver.com,c7d256b3742fd45359a919c3c84920f586739d703bed98151a6f60216def0d5f,10.777276,106.617777,120000.0,OFFLINE,0
145,Vu Minh Lan,0320988271,vuminhlan145@driver.com,863df03eff88b14a7e4dbb68d6cbb567b668a77390622c58a1b5bf7f4f11aebe,10.793457,106.628225,50000.0,BUSY,0
146,Hoang Thi Phuong,0320778823,hoangthiphuong146@driver.com,80a754c5c2ea56ae0ac8f11ab25eac33cac58711b94cd0b6ae7748f1537b0ea8,10.809296,106.704494,20000.0,OFFLINE,0
147,Hoang Khanh Long,0771495057,hoangkhanhlong147@driver.com,201b176232cd70f54ea02f7fd1b0ad7a6aa1aa96954376f8ac5986d035ca73bb,10.769209,106.675153,120000.0,OFFLINE,0
148,Phan Duy Hung,0977383974,phanduyhung148@driver.com,40d32f285c5a91b34ef32d98d42355f6cc969602c16505cb97650edb0e247d0c,10.841349,106.606215,60000.0,BUSY,0
149,Hoang Khanh Long,0989706087,hoangkhanhlong149@driver.com,150d3673a2163b0f80903cae54c1f53d401df0dec6f5f0cc7f29b342116bebfa,10.768742,106.727947,170000.0,AVAILABLE,0
150,Le Duy Linh,0329001571,leduylinh150@driver.com,90f8ba45babed6475a60a90e7604a43935f8a71203dfff18f53d857b43fba865,10.810309,106.601214,50000.0,BUSY,0
151,Tran Khanh Long,0771809337,trankhanhlong151@driver.com,e578111327bdf8a66d94153cf0cb2ead0d4215c5373a500c9c30cc3280aa59d0,10.738455,106.739111,10000.0,AVAILABLE,0
152,Tran Tuan Huong,0937602070,trantuanhuong152@driver.com,a6e2a75934dd3f07c6c4fb4df2f1d2a9167a98b736e120d1208a2f31d4f07b5b,10.745320,106.731703,120000.0,BUSY,0
153,Bui Anh Tuan,0909523447,buianhtuan153@driver.com,3d0f1f65f62ae3dd2f636a971747fc706c8834a2b357579afe291ca2b97d036e,10.731878,106.703963,0.0,BUSY,0
154,Huynh Hoang Phuong,0988718144,huynhhoangphuong154@driver.com,1f47265690d21af619e3d82fe2f75bfe7561ac6a7fc1cb4e9da51f7ba9683898,10.734267,106.720037,0.0,BUSY,0
155,Bui Ngoc Linh,0974752353,buingoclinh155@driver.com,b5895ac4735ce30240a52f94b42e19c7d269068ace4dd1987100a2ed6c36b61f,10.735112,106.652839,30000.0,AVAILABLE,0
156,Nguyen Thi Anh,0980725251,nguyenthianh156@driver.com,aeb91cf79cdce8e1b5a8c57c3c2b41566e9d982b08e2e77a3a544e095294e321,10.784246,106.616995,100000.0,AVAILABLE,0
157,Le Ngoc Hung,0328347902,lengochung157@driver.com,1f01e7a4a02c20e1ce682df5f187e970ca224d840c7888c573cb061b358e3c49,10.736398,106.678677,120000.0,AVAILABLE,0
158,Huynh Van Anh,0354547565,huynhvananh158@driver.com,b20cea8da5b082665a49ed1eb781d2b9cf79733a16a185c1d4f0f051f7b91ebe,10.759623,106.744028,160000.0,OFFLINE,0
159,Bui Van Minh,0908289454,buivanminh159@driver.com,07238ae42f018228a5a5aead59a05164036eb02dd7286d30d045be5e02f06e4d,10.838714,106.633726,100000.0,AVAILABLE,0
160,Tran Ngoc Hai,0931837920,tranngochai160@driver.com,8a2e22efe9c966eb96f098197c4a233c2e71baab69836745323f5ce760bd8ef5,10.760338,106.734951,130000.0,BUSY,0
161,Tran Ngoc Hai,0936896741,tranngochai161@driver.com,f6a87f11d40fd9cf15506b036505e4469cf86657091c718664cf652eee70cf1c,10.769473,106.709131,170000.0,BUSY,0
162,Hoang Thi Hai,0778297539,hoangthihai162@driver.com,8a376799678daf77746c4b852df7149831f0bfa337c2af4b5567400c67ccd081,10.825229,106.614102,70000.0,OFFLINE,0
163,Pham Van Huong,0911076895,phamvanhuong163@driver.com,0e1213a03969033ba454b057f57472672281af22c59b927739d733e398758b12,10.818966,106.649993,180000.0,AVAILABLE,0
164,Pham Duy Tuan,0973089998,phamduytuan164@driver.com,690a4441d05cf2f93e233270d810fc766561a7856ce018fa66c7f2ec2c3a751f,10.753600,106.605450,120000.0,AVAILABLE,0
165,Le Thi Huong,0918273229,lethihuong165@driver.com,54b3445e42b6217d7c4cdf8b17d039ba392f78b7a72c3736d42c544bb1d72988,10.814729,106.687378,10000.0,AVAILABLE,0
166,Huynh Khanh Minh,0980576467,huynhkhanhminh166@driver.com,45d29dbde02ab18550777d6e3a78f8aca8b4150568f3f1db98c65ce3d84a9aa9,10.836626,106.723633,190000.0,OFFLINE,0
167,Bui Hoang Minh,0353595544,buihoangminh167@driver.com,cf77b3afe896ac4122954f8be178e1624de31d91119bc8aeb6177bbafd9b35b2,10.753942,106.665735,60000.0,AVAILABLE,0
168,Vu Anh Long,0776286616,vuanhlong168@driver.com,1983bacd0eadc198b25e7abd3674d17d04e018c58e188f09c9c0001bfb21bc6d,10.735054,106.600011,110000.0,BUSY,0
169,Huynh Thi Hai,0911934190,huynhthihai169@driver.com,cafa63800b674b2b925f1439e889cd39a3ae89d44f96a257ffe0e5065f373705,10.815350,106.652617,30000.0,OFFLINE,0
170,Pham Khanh Hung,0352201456,phamkhanhhung170@driver.com,f5c6379923d3130f6c3c39007bf6dd4ddfe9be8f57dfdc8b25367be52b03afab,10.829212,106.653091,20000.0,OFFLINE,0
171,Nguyen Duy Linh,0910029829,nguyenduylinh171@driver.com,aed745d8017031b9957bab614e7c00e0ed927f21a118c5f539791f80763fbfed,10.803336,106.745910,50000.0,OFFLINE,0
172,Huynh Minh Hung,0325680079,huynhminhhung172@driver.com,3dca368358c8eaff276d52931de7b7cb71bf29f5d8bef94404e058da932f4925,10.733613,106.662049,80000.0,BUSY,0
173,Le Anh Long,0320338179,leanhlong173@driver.com,04186757955530bc463e7793a7a49cf50145718c3e5bcbc48f30e72514661378,10.774824,106.687053,190000.0,AVAILABLE,0
174,Vu Khanh Huong,0906643168,vukhanhhuong174@driver.com,4f80e1c30f27e22b7f5ab5e6aacb85d302ee8812a9392842a87f3508eff55fc6,10.791151,106.697297,0.0,AVAILABLE,0
175,Huynh Khanh Huong,0937408419,huynhkhanhhuong175@driver.com,31cbed862ce26662410e5002b76cb682969ac3e331c1ff0a1908dee516458049,10.835495,106.725866,120000.0,OFFLINE,0
176,Pham Duy Anh,0973397131,phamduyanh176@driver.com,cc0cb75a23601f3ec0dc4e0ed0981c342585745906f9aa28178d172cd8f8765f,10.765192,106.651308,170000.0,OFFLINE,0
177,Le Hoang Phuong,0775328360,lehoangphuong177@driver.com,8c64bfa07a7cb81701ba26690ce4ca24edd7331798579eb573c50bd043b23227,10.789670,106.605703,100000.0,AVAILABLE,0
178,Hoang Khanh Long,0351089581,hoangkhanhlong178@driver.com,e683872007c35b6f77386c8ebddb19ef682c4336598975ac6e6dbada4f177a92,10.787033,106.633212,10000.0,OFFLINE,0
179,Pham Duy Tuan,0984695650,phamduytuan179@driver.com,e85b7dc876f64d7f6256a17ab54dfa17ddafae893605cfe9f968541e040ebfc8,10.727687,106.708585,110000.0,AVAILABLE,0
180,Dang Duy Hung,0325095111,dangduyhung180@driver.com,8978d18220a53c6420b95ae0cbb7ffa2b39bd5fe4c62d82ffbf93aa8f9d316f9,10.721499,106.708859,80000.0,OFFLINE,0
181,Huynh Thi Linh,0355624654,huynhthilinh181@driver.com,df50c741af03e8b7a3cf83b46c5bbb01346565a085d38b935102a1eea3e1fc94,10.832772,106.656098,190000.0,BUSY,0
182,Phan Minh Phuong,0323217419,phanminhphuong182@driver.com,c7ec96291074b7047bad12dab4589a021b5e97aec3be8aedc9aafb158c703341,10.745262,106.661137,150000.0,OFFLINE,0
183,Tran Duc Linh,0911456238,tranduclinh183@driver.com,9455499397b89a2dc75128d460a6fa5e906daac0141c55565bd6e07369a785bb,10.787524,106.605287,100000.0,OFFLINE,0
184,Nguyen Van Minh,0917413471,nguyenvanminh184@driver.com,d7e2124f34c00031c7d9d5ee0ee85a2bf1f20949b4e74934de7cb7125dfe59b5,10.811481,106.659919,20000.0,OFFLINE,0
185,Hoang Anh Minh,0986813197,hoanganhminh185@driver.com,7560f236bcd41a3566fb9d8e448fad0579584132ed168ae21e3d341a2d492dc2,10.821572,106.689378,180000.0,OFFLINE,0
186,Pham Thi Huong,0917870574,phamthihuong186@driver.com,bf9c895ff843af9dd81129e3a031024f5d55702aa2afc79175dec268fa22004f,10.849193,106.690405,90000.0,BUSY,0
187,Le Tuan Huong,0356864979,letuanhuong187@driver.com,4a204a7d7d3dcf4d3d393eaf01db1008e9be7d7b203d7267e188efcbfa4d1722,10.731813,106.747552,170000.0,OFFLINE,0
188,Bui Minh Minh,0987250480,buiminhminh188@driver.com,b13ccf4e73982542bc182f0ffaa2277fd7dc1598d1c3922a3bf8d5a0b5e51c29,10.805700,106.691104,140000.0,OFFLINE,0
189,Vu Duy Huong,0903366304,vuduyhuong189@driver.com,e10d9fcb553ce199e6e6640473846508a86e9cc829790637d8d0f3e39f440e62,10.843242,106.731926,0.0,BUSY,0
190,Phan Tuan Huong,0988944179,phantuanhuong190@driver.com,625e3ceb1b89b06e58ab7ab56e1fda47edf3a3d6a6f65bd736d44417a2558673,10.826249,106.608652,140000.0,OFFLINE,0
191,Le Thi Tuan,0321300168,lethituan191@driver.com,e7f1cb7a3d4138316c113ed8daaf691751ed58cf14cb3ce218e9491b1a0cbe90,10.822288,106.717093,110000.0,AVAILABLE,0
192,Dang Hoang Hai,0325760723,danghoanghai192@driver.com,a530ca2843011936c2cbaef1b89fbf7a905d44c8ac832a3764f41739fcc98987,10.830421,106.728914,10000.0,AVAILABLE,0
193,Pham Anh Huong,0981656887,phamanhhuong193@driver.com,7c2d959bccf6615d2682e550725ad85f962dc6068ae58b430bed3244c0260591,10.758926,106.656521,90000.0,OFFLINE,0
194,Tran Tuan Phuong,0972125552,trantuanphuong194@driver.com,7c71b83b03332f2938ccf3aaec5a38ee0b38d3dc4fc07641b3dd7d3c4464fb22,10.786597,106.749103,70000.0,AVAILABLE,0
195,Nguyen Minh Long,0320795404,nguyenminhlong195@driver.com,16119c3565e55ab0c1c4df8f49addb5289e9583c7c3a373e47ca3131bf97cb5f,10.786465,106.724381,80000.0,OFFLINE,0
196,Le Duy Hung,0935117951,leduyhung196@driver.com,c93c45841bfeb59be90557e98b42e47d53875bb6f47ab787a8e1a5ed5b19bab9,10.776314,106.724209,190000.0,AVAILABLE,0
197,Hoang Khanh Linh,0978893421,hoangkhanhlinh197@driver.com,609ef2541850312903be7a2f473cc48770f1126a024782f47ccd9015a5bd044b,10.833073,106.739155,70000.0,OFFLINE,0
198,Le Minh Tuan,0328849377,leminhtuan198@driver.com,6cc013c80eea323b9f0308ef3bad76df1eec7175762b8afa7796fecc3a6e895b,10.775285,106.668868,30000.0,AVAILABLE,0
199,Tran Thi Tuan,0912916340,tranthituan199@driver.com,f274144c6b37f1aa909e0f8e9284f78ec2f31033a827fb49b51d82cf5ee56e6d,10.744551,106.734994,130000.0,BUSY,0
200,Le Tuan Long,0900818818,letuanlong200@driver.com,1c66aa53aba388e5da73d6db848ed04e24345cf240e3f29282358aa6ec7cd21c,10.815947,106.712212,90000.0,BUSY,0
201,Nguyen Van Lan,0980846114,nguyenvanlan201@driver.com,3bcbcf3ea6102e9d962ba6b6e65035c8ef00f94d30d282d552b6a3503426f160,10.737665,106.730028,10000.0,OFFLINE,0
202,Tran Ngoc Tuan,0986874488,tranngoctuan202@driver.com,903bd9e2b90be882cb5cf61e6ab818beee132d68bb3fe8a92d02c41083b7f449,10.849579,106.614343,60000.0,OFFLINE,0
203,Dang Khanh Linh,0324768141,dangkhanhlinh203@driver.com,25d5a5fb6b26ff4f92cc7f71aba635762506fb1108875f2c5281d45ee57e22a6,10.849114,106.749936,60000.0,BUSY,0
204,Hoang Minh Minh,0917484260,hoangminhminh204@driver.com,d27a531b8819e2bd44267245ae2e59db9fdac711e15027a2fcbff0ba903b25f1,10.834310,106.637587,70000.0,BUSY,0
205,Tran Thi Phuong,0976436587,tranthiphuong205@driver.com,1adef74ddd247a2b47fbfd9e51e0bf19fb442b9fe2e96a96c60cd1e6bd82a10a,10.817396,106.612784,120000.0,AVAILABLE,0
206,Nguyen Tuan Phuong,0989356040,nguyentuanphuong206@driver.com,7b33f5ff4855ab6341bf24eb45acfa623682d230c3ee99094e2924a5d4a3016a,10.758202,106.732560,60000.0,AVAILABLE,0
207,Le Duc Hung,0772436838,leduchung207@driver.com,c7127c0a9c1acd1ea6ec2e76fb3e4be6ca6a6ef8f619a90ad0840faa0bc1efac,10.824904,106.629035,70000.0,BUSY,0
208,Nguyen Duy Anh,0939306784,nguyenduyanh208@driver.com,7471c645af425b6543d24d0e8fafe68a710135753ad1ed0bcf25293411640c0a,10.729140,106.684998,30000.0,BUSY,0
209,Le Minh Tuan,0777862958,leminhtuan209@driver.com,9030495945789176e0383e9eda3c6a6163af66574f59b7794d5be88f97035d32,10.822606,106.720450,160000.0,OFFLINE,0
210,Pham Duy Huong,0987446807,phamduyhuong210@driver.com,64fc47784753da04323304c1cb1a6e3591494216c1f56fb0e9bd80e90c73bc26,10.796504,106.695084,20000.0,BUSY,0
211,Huynh Van Anh,0918690414,huynhvananh211@driver.com,bdf5c7460ce2eb3d55e13fb7b94e5d6bbd0cd4a2a9fb0c38e3761025ab600591,10.809351,106.657202,80000.0,BUSY,0
212,Dang Ngoc Anh,0901449350,dangngocanh212@driver.com,107a05637d605570dd5b36c80895c6dc5f6e0306cc434eed29058c5de676b51d,10.839718,106.707266,30000.0,OFFLINE,0
213,Tran Ngoc Lan,0326233170,tranngoclan213@driver.com,355dafbfd2258ffa77512a30c09554221fa2603eee3f4fe49a74f55462c4e722,10.765438,106.600602,20000.0,AVAILABLE,0
214,Tran Duy Tuan,0356497223,tranduytuan214@driver.com,b4708176636341c56229c0dabad06ca23691a9130bb72ea60d3bf26113a8e95b,10.802494,106.627934,10000.0,AVAILABLE,0
215,Dang Ngoc Tuan,0976625924,dangngoctuan215@driver.com,6430227d7b76d90e7fe327b90fd4427ddb4b7af50e5ab4fdddb197cf2f45010b,10.825150,106.698094,70000.0,AVAILABLE,0
216,Nguyen Anh Phuong,0973415354,nguyenanhphuong216@driver.com,fc66ff8ab791118bb7a01504514197d46b9e8ad85be67472562660d59c4b6f60,10.787882,106.647950,150000.0,AVAILABLE,0
217,Huynh Anh Anh,0903715482,huynhanhanh217@driver.com,9abe971da74ead706ee4655a1133abf01fd33f2e1f628da58fae46da1e5fa3da,10.849252,106.679422,170000.0,AVAILABLE,0
218,Phan Hoang Long,0930046824,phanhoanglong218@driver.com,b45563ab7e86b6687376bc3b705398a50f5a9b32a027a267bdff59ce038d0df7,10.793166,106.706491,100000.0,OFFLINE,0
219,Bui Ngoc Tuan,0324513813,buingoctuan219@driver.com,c2b15d5e703880cdb17e72ea34b9311d873f573512d4424810ffa057bacaeb64,10.750933,106.706033,80000.0,OFFLINE,0
220,Huynh Hoang Linh,0919404106,huynhhoanglinh220@driver.com,2a0e4203af10b0bc6e7e06fe4abd4ab3361e665d08bc9be8a8ce4f3441c4aa9f,10.817307,106.684514,140000.0,AVAILABLE,0
221,Le Anh Phuong,0359480218,leanhphuong221@driver.com,a0820a21f81ba387382f44123806cdb3dbceb659c6709469ae3efda8858ddb60,10.766222,106.678268,120000.0,BUSY,0
222,Vu Thi Linh,0359968164,vuthilinh222@driver.com,3c17069f55078637e9bc09dfe69b11dd0287f4d2104bd7a92fde1a41ab22b273,10.749469,106.661572,180000.0,AVAILABLE,0
223,Tran Khanh Tuan,0933653478,trankhanhtuan223@driver.com,e40f4d9ef7919e4fcdd9c77090082cd699634c7f9acda853bde9b3f0cfa67cf3,10.793120,106.601552,120000.0,OFFLINE,0
224,Huynh Thi Lan,0777542520,huynhthilan224@driver.com,917583a47e98dac7acc9f30ae74d6ea42fdb07fc862887b9fddb4d0727b1bab1,10.722782,106.600803,190000.0,OFFLINE,0
225,Vu Minh Minh,0357966027,vuminhminh225@driver.com,b22abd82b5d94641a5277bc0915847588f27e737421e598740d3026b8688ccf4,10.777114,106.648283,50000.0,AVAILABLE,0
226,Pham Duy Hai,0328634958,phamduyhai226@driver.com,c35a602e1e56ac3e53f660ad138c2bd0075e63aed8285fb1349339a959f638b8,10.736398,106.635434,160000.0,AVAILABLE,0
227,Hoang Hoang Tuan,0357025786,hoanghoangtuan227@driver.com,d7c0d3ad876d03fd38068ea0745b172652a87d60100e6b4430796a798ce260f0,10.745921,106.651497,140000.0,OFFLINE,0
228,Dang Duy Linh,0919121164,dangduylinh228@driver.com,1e3b414ebe00067a00c04f30e52ed8b244559b2728feb917c4c8b4c829f0d499,10.751301,106.656642,140000.0,OFFLINE,0
229,Vu Van Minh,0907686977,vuvanminh229@driver.com,dc5a8c638600242b4c2bd990fb27c04fd224ed8c097fa03f2096b78ec2d3827c,10.785854,106.654974,10000.0,OFFLINE,0
230,Dang Ngoc Long,0771440593,dangngoclong230@driver.com,b0af83ca69783d2d933579056d3be8ade3c726bfc7f9235782c9523a50fb6b25,10.782454,106.696452,140000.0,OFFLINE,0
231,Bui Duc Lan,0779990167,buiduclan231@driver.com,64a954200a87c167befefa6c37cd3953620ddaa313fd03d8b5d858e040c5c450,10.779454,106.678055,40000.0,OFFLINE,0
232,Le Tuan Tuan,0356023900,letuantuan232@driver.com,28ff37cbd8dbd32d2666ca8698d97a05749eb4c14087a085651f2697888584a6,10.829796,106.663112,90000.0,BUSY,0
233,Hoang Hoang Huong,0939881476,hoanghoanghuong233@driver.com,8643cead48d6b85d726a08685e8733cd85abe9f05ed6cf516376c396b8ae015b,10.749524,106.734659,120000.0,OFFLINE,0
234,Nguyen Anh Huong,0904808249,nguyenanhhuong234@driver.com,0470408ed4206f9e6c906a922bb8fc8a7a174fe6f05d3c9fafba925496db95e0,10.809611,106.616484,40000.0,OFFLINE,0
235,Pham Van Huong,0359806955,phamvanhuong235@driver.com,f3e9cb66397be94d27e33bb12b01134b1986ec06359bc9923d2f9d27be44f389,10.810778,106.740665,60000.0,AVAILABLE,0
236,Pham Khanh Minh,0982611428,phamkhanhminh236@driver.com,dd58596dee411a8b7454769345a39f0e2cc14708572a3aa569e159d310c70c33,10.728378,106.669264,50000.0,AVAILABLE,0
237,Pham Ngoc Tuan,0329471235,phamngoctuan237@driver.com,4fb9b29ada2075f4013b6de28800a55b6c47671cda706794da85227e553df116,10.728032,106.737393,60000.0,BUSY,0
238,Bui Hoang Hai,0985476457,buihoanghai238@driver.com,ee9f6724ba81ace3b7e9fb6a636ee6140737f1b16b47f65488932d99ef8e0446,10.841178,106.646437,0.0,AVAILABLE,0
239,Huynh Ngoc Hung,0917368019,huynhngochung239@driver.com,9567db2649b3edbdf3e4d78eb3ebb83976dc035e35e9a21b0c28995788e1278d,10.754979,106.607595,50000.0,AVAILABLE,0
240,Vu Minh Tuan,0978549123,vuminhtuan240@driver.com,ba812b6dcae8b7622c648cd0ec77b650afbf01b86e64adde40b5b685425dc9e3,10.803780,106.601456,160000.0,AVAILABLE,0
241,Tran Ngoc Anh,0985278508,tranngocanh241@driver.com,01d6ff583829f18abf356a772a525ff617cb46a1fd9f366b6630a69c88ca9e4a,10.722834,106.643463,150000.0,BUSY,0
242,Hoang Ngoc Hai,0919398241,hoangngochai242@driver.com,c2351095ba667159484631fe1411e20baa61ccb1611a8eb5b3b612ad22da1d95,10.774545,106.705276,100000.0,OFFLINE,0
243,Pham Anh Anh,0915877826,phamanhanh243@driver.com,ac134f52390796facdc88c96b1d2974ef06b4b6e8ec43d680e3bbec9b67cf4ee,10.724562,106.643639,70000.0,BUSY,0
244,Le Duy Minh,0779921761,leduyminh244@driver.com,1f7fce06139a7e61f8e065f797ac2ec868b1d97d25a0d7b9bfb6ff8e816c669a,10.750580,106.696519,0.0,AVAILABLE,0
245,Nguyen Duy Minh,0933310368,nguyenduyminh245@driver.com,7bd22394735b8c3b17f227079522fb519942de8105886834f6cc6c255388d062,10.777777,106.604735,170000.0,BUSY,0
246,Huynh Ngoc Lan,0932941106,huynhngoclan246@driver.com,a9c8b4630d93228370faea42b7834897112d6501d1a79a0c0593b7c8ff7bc2db,10.758796,106.725738,30000.0,OFFLINE,0
247,Huynh Hoang Huong,0773760455,huynhhoanghuong247@driver.com,625c6dd140437dca988a50c6b2750eb006ce550b819ec5129f64b2e864fff862,10.734362,106.724238,100000.0,AVAILABLE,0
248,Le Duc Anh,0353925602,leducanh248@driver.com,2b8c8ab7515a73d9372d5968b7df36e3b755e87b8b9e9168d25218a8685c6dbe,10.810680,106.742812,0.0,OFFLINE,0
249,Pham Khanh Huong,0931088523,phamkhanhhuong249@driver.com,22a527633823621c3cca93de4e7beca4186fda126bf71e68ed4e823cd88769d6,10.809220,106.702826,120000.0,AVAILABLE,0
250,Le Van Long,0359454216,levanlong250@driver.com,e890f46bf2cb8205ed7bd2c2f5cd557ab301372f67ce10a4587dfdee691b2771,10.742229,106.602285,50000.0,OFFLINE,0
251,Phan Minh Hai,0906254513,phanminhhai251@driver.com,a2038b335725b5c50a8d85ff2236f5fcefb024634faf30308dbcef74d62d1923,10.815656,106.623421,150000.0,BUSY,0
252,Huynh Thi Hai,0777814479,huynhthihai252@driver.com,d823bcc525a2d3e825ffbc285a316339b64f23c253432dccb7664c60c3d22a41,10.836866,106.616950,40000.0,OFFLINE,0
253,Pham Duc Hai,0981974426,phamduchai253@driver.com,f791b068e93e2b1d7c44c7b032aec88331d116c0bab00b47fff62fd7456b67c2,10.785200,106.678147,40000.0,OFFLINE,0
254,Bui Van Tuan,0902054747,buivantuan254@driver.com,7ce041609b60289a4a2890c7f6d88bb44c4a840ade0da5884018336f62ee557a,10.841623,106.702561,100000.0,OFFLINE,0
255,Bui Anh Lan,0912340565,buianhlan255@driver.com,46b346d1a67cb5ecdc3e9d80e80b290388d7c42c13f66b613593c65e0b1de909,10.809703,106.720792,140000.0,OFFLINE,0
256,Bui Van Long,0328641802,buivanlong256@driver.com,00ea08e455336906c8053728da720416a831993a7a0ddf9731f76437a9d51bbe,10.809273,106.713320,0.0,AVAILABLE,0
257,Phan Minh Hai,0323638029,phanminhhai257@driver.com,8c99ea7bdfdb279ea472b98814118bc0cd71e4ac6e0feccda37818837f9a546b,10.822100,106.709744,190000.0,OFFLINE,0
258,Tran Tuan Long,0911056955,trantuanlong258@driver.com,a891e8acf04f776825503862269fb1bbca1cd471c6ad99819935bf1d349136ac,10.757037,106.672784,90000.0,BUSY,0
259,Hoang Anh Minh,0987980919,hoanganhminh259@driver.com,0e20b7fbbd2ff34dfc4c3e6c9945c07a12b4681f0ed94d5916895b4eacaaf6df,10.765658,106.705782,90000.0,BUSY,0
260,Bui Duy Anh,0987956466,buiduyanh260@driver.com,80b5bf2f8a7c6549a38c80d0422e227b4769e0e2a9fc90418572d912212834d0,10.773782,106.638063,10000.0,AVAILABLE,0
261,Vu Van Lan,0981638132,vuvanlan261@driver.com,2951ff0a9d49473763c0f1ce58c7aabf1022e90fd76a12dfb9d9a0c82f7d89f3,10.801345,106.643412,50000.0,AVAILABLE,0
262,Nguyen Duc Linh,0357834558,nguyenduclinh262@driver.com,11db9ba7af0b052badf0f66a4979af9445d2388ce50369796b903821666bcf9b,10.832360,106.618408,100000.0,AVAILABLE,0
263,Bui Duc Lan,0778062286,buiduclan263@driver.com,1ae9955a3de311f7afebf21ce979c2ef45a87b881e5981ba22ae2e7c6ff963f3,10.816623,106.653441,60000.0,AVAILABLE,0
264,Pham Ngoc Lan,0985078243,phamngoclan264@driver.com,5a10b60dbfc6ee237b70a321c85a9f8c2c8cfb2c69d8effc1a55c273f4a2be6f,10.746184,106.640270,100000.0,OFFLINE,0
265,Pham Tuan Minh,0983294207,phamtuanminh265@driver.com,72a4c13906318269c834e2f6903f008d7da323e9b8aed6075fc9880e97dc8107,10.801365,106.624912,180000.0,BUSY,0
266,Dang Thi Long,0979140367,dangthilong266@driver.com,fc3c083668f4bd31ddc5b74c2a2e3efc5a57dc7b9d09b1a95bbdbe7d36b77426,10.750853,106.728031,20000.0,AVAILABLE,0
267,Nguyen Tuan Anh,0356335529,nguyentuananh267@driver.com,cfc98711520e5a18fa311f7bcd3abeda4ac378df6d500dd7ea4edf6c62a7084d,10.727173,106.624725,120000.0,BUSY,0
268,Le Duc Hai,0915967051,leduchai268@driver.com,1350550887516f1d1fbfe877575b8e49c19f4a6603ab2b8733631c11ca4db5bc,10.782195,106.711963,50000.0,BUSY,0
269,Dang Khanh Tuan,0974552181,dangkhanhtuan269@driver.com,ca1d35f1c32f96b9ad6dcca208c7901e52fd425a061c7654365b1c4ec2608d4f,10.721852,106.706977,60000.0,OFFLINE,0
270,Hoang Duc Huong,0981046814,hoangduchuong270@driver.com,98bf363c7de7075dafd792784f86dae5afeabe7f5533c3fbb26530b631185f35,10.775572,106.748307,40000.0,BUSY,0
271,Dang Hoang Anh,0973595702,danghoanganh271@driver.com,25f141c5cebcb65b3483e76bded1f411ec1d0ee718c43af0f82a228b6303525e,10.735286,106.603926,140000.0,BUSY,0
272,Bui Tuan Tuan,0909463922,buituantuan272@driver.com,ad1489ae7dc19c1ca0157209d8d988eb7cfe860c8378003b39b35bdd9096525b,10.830500,106.642765,70000.0,OFFLINE,0
273,Huynh Van Lan,0772494926,huynhvanlan273@driver.com,1f97fa4c84980ff2d21ca1cd34510ff23812bdc34afde1b786f17d00d79c9b30,10.787299,106.671138,0.0,AVAILABLE,0
274,Le Anh Tuan,0903744615,leanhtuan274@driver.com,424fa11455c1c9c52503b9c7e36f108dfce9af2064ae08e88e75d18540741cee,10.809611,106.728589,190000.0,OFFLINE,0
275,Hoang Duc Lan,0772908523,hoangduclan275@driver.com,79788c0a8e9af5c280d407fc999f4d5cd84168b3f71d7d008674d6f1fe36b3ec,10.826353,106.691336,110000.0,OFFLINE,0
276,Dang Thi Hung,0975969362,dangthihung276@driver.com,9e186e62e7f4b1e8a042b1417fabcc069690e08214663d46012a6e1f94dcfcc9,10.728174,106.697858,160000.0,OFFLINE,0
277,Nguyen Khanh Hung,0983226596,nguyenkhanhhung277@driver.com,178ecd266e769d32cbde4b296041824ff7d03f40abd1e468ff09d93d72684f28,10.796286,106.631664,10000.0,AVAILABLE,0
278,Dang Duy Tuan,0904216936,dangduytuan278@driver.com,56147598f0a43f5b0de11423783e7698061865774986c2056a05ff5d78b3dd2f,10.739262,106.692635,160000.0,OFFLINE,0
279,Dang Ngoc Anh,0938297732,dangngocanh279@driver.com,3f1cf75a0f175ccc88447083437303edebc63ad53cee3fb80bcf5a6d7777e28b,10.729567,106.639240,100000.0,OFFLINE,0
280,Pham Anh Tuan,0937726869,phamanhtuan280@driver.com,81b56334a070ce4c980c9d447e1f286793161897175dec59ae289be3bd68f54e,10.776507,106.713242,10000.0,OFFLINE,0
281,Huynh Tuan Phuong,0933162571,huynhtuanphuong281@driver.com,1a7fb0dd2e5b10027ce74e537f695f1963fce15b6997cafaa1cb6d7b20356571,10.807137,106.684999,0.0,BUSY,0
282,Tran Duc Lan,0915075883,tranduclan282@driver.com,a8070ac6b9a4306d2500ac62e816654db4c30a54365b6742207581c2b5af777d,10.741972,106.693095,50000.0,AVAILABLE,0
283,Nguyen Duy Hai,0977796404,nguyenduyhai283@driver.com,91469015a07e322b0e4b074e7a8af153da9e8332f5aa2e87023b9a191cd83baf,10.801004,106.613845,120000.0,BUSY,0
284,Dang Anh Lan,0984313273,danganhlan284@driver.com,9a6c93487eb378b9fc42a442172418d4211983741e2a0ceb0e62e25988e9af67,10.751925,106.704752,70000.0,BUSY,0
