id,name,status,current_lat,current_lng,version
448,Le Van Huy,BUSY,10.852409,106.63323,0
449,Vo Quang Long,AVAILABLE,10.742945,106.719437,0
450,Tran Anh Em,AVAILABLE,10.819383,106.622206,0
451,Tran Thu Trang,BUSY,10.78177,106.651792,0
452,Hoang Duy Son,BUSY,10.82299,106.64618,0
453,Pham Quang Son,BUSY,10.877487,106.710199,0
454,Ho Quang Huy,BUSY,10.868445,106.67025,0
455,Vu Thi Minh,BUSY,10.818237,106.65279,0
456,Ngo Hoang Son,AVAILABLE,10.812047,106.710073,0
457,Huynh Tuan Quan,BUSY,10.846959,106.736742,0
458,Pham Phuong Long,BUSY,10.758291,106.745611,0
459,Nguyen Xuan Linh,AVAILABLE,10.841664,106.700413,0
460,Hoang Minh Binh,AVAILABLE,10.73322,106.637441,0
461,Nguyen Thu Anh,BUSY,10.77145,106.646791,0
462,Hoang Duy Binh,BUSY,10.792394,106.62748,0
463,Dang Duc Gia,AVAILABLE,10.755412,106.678827,0
464,Dang Ngoc Phong,BUSY,10.809393,106.643452,0
465,Pham Tuan Anh,BUSY,10.739082,106.674742,0
466,Hoang Thu Minh,AVAILABLE,10.878242,106.713936,0
467,Phan Duc Minh,BUSY,10.740566,106.728903,0
468,Pham Xuan Em,BUSY,10.750662,106.638327,0
469,Phan Duc Anh,BUSY,10.856005,106.721331,0
470,Dang Xuan Linh,BUSY,10.816538,106.693557,0
471,Vo Duy Minh,AVAILABLE,10.851532,106.66646,0
472,Hoang Phuong Gia,AVAILABLE,10.873515,106.696896,0
473,Nguyen Duc Cuong,AVAILABLE,10.856349,106.679199,0
474,Hoang Xuan Binh,AVAILABLE,10.769108,106.63168,0
475,Ngo Phuong Long,AVAILABLE,10.809094,106.633908,0
476,Vu Khanh Huy,BUSY,10.736228,106.680305,0
477,Ngo Ngoc Hung,BUSY,10.847136,106.67936,0
478,Ho Xuan Phong,AVAILABLE,10.78053,106.646306,0
479,Ngo Tuan Trang,BUSY,10.815938,106.660281,0
480,Hoang Thu Khoa,AVAILABLE,10.765468,106.734878,0
481,Pham Minh Vy,AVAILABLE,10.86316,106.733557,0
482,Huynh Quang Hai,BUSY,10.778466,106.748659,0
483,Bui Xuan Long,AVAILABLE,10.769627,106.70468,0
484,Vu Khanh Trang,BUSY,10.799104,106.64312,0
485,Bui Duy Minh,AVAILABLE,10.80682,106.747533,0
486,Le Quang Nam,AVAILABLE,10.827706,106.623392,0
487,Phan Duy Quan,AVAILABLE,10.798047,106.658103,0
488,Le Khanh Tuan,BUSY,10.870239,106.651871,0
489,Do Minh Tuan,BUSY,10.847918,106.680183,0
490,Vo Thi Tuan,AVAILABLE,10.812924,106.623435,0
491,Do Thu Dung,AVAILABLE,10.792308,106.678684,0
492,Pham Anh Phong,BUSY,10.857441,106.702608,0
493,Nguyen Hoang Thanh,BUSY,10.858416,106.623614,0
494,Pham Minh Khoa,BUSY,10.825148,106.604504,0
495,Bui Tuan Huy,BUSY,10.812107,106.735324,0
496,Phan Khanh Gia,BUSY,10.876194,106.688897,0
497,Vo Xuan Long,AVAILABLE,10.757155,106.729105,0
498,Tran Phuong Trang,BUSY,10.826935,106.724243,0
499,Pham Ngoc Hai,BUSY,10.788555,106.63472,0
500,Vu Tuan Vy,AVAILABLE,10.836552,106.615992,0
